所属年月,商家名称,主营类型,店铺URL,特色菜,累计评论数,累计销售量,店铺评分,本月销量,本月销售额,城市,商家地址,电话
2017-04-01,宝龙福朋酒店自助餐厅,自助餐,http://www.meituan.com/shop/17647,甜点 烤鸭 番茄牛腩面 (28元/份)烤生蚝 三文鱼生鱼片 鱼 烤全羊 酸奶 鱿鱼 蟹子 海鲜 甜品 大虾 烤海鲜 冰激凌 小蛋糕 煎鱼 牛扒 牛羊肉 三文鱼刺身 海鲜火锅 烤羊肉串 肉 小点心 羊汤 麻辣烫 三文鱼寿司羊汤 扇贝 烤羊腿 烤鸡翅 雪菜肉丝面 (28元/份)海参山珍佛跳墙 (68元/份)皎皎河女蒸丝瓜 (19元/份)铁板牛排 七夕今宵煨山药 (19元/份)冰淇淋 北京烤鸭 卷饼 春卷 橙汁 水饺 海参斑 现煎牛排 羊肉片 花好月圆西米露 (19元/份)酒水 酸奶小点心 醋溜海带丝 (5元/份)面条 鹊桥相会炒双鲜 (39元/份)甜点 烤鸭 番茄牛腩面 (28元/份)烤生蚝 三文鱼生鱼片 鱼 烤全羊 酸奶 鱿鱼 蟹子 海鲜 甜品 大虾 烤海鲜 更多》,9275,6847,5.0,46.0,4581.29,泰安,泰山区环山东路888号（宝龙福朋酒店一楼宜客乐标帜餐厅）,0538-8879999
2017-04-01,金丽轩自助烤肉火锅城（古槐路店）,自助餐,http://www.meituan.com/shop/5399064,培根 自助午餐 (45元/份)石锅拌饭 水果 草莓 蛋挞 甜点 烤培根 小点心 臭豆腐 培根肉 披萨 大虾 火锅烤肉 西瓜 涮肉 抹茶蛋糕 羊肉卷 青菜 凉皮 小火锅 烤鱼 菠萝 水果沙拉 水果饮料冰淇淋 烤肉火锅 牛羊肉 羊肉串 小蛋糕 鱿鱼片 培根和鱿鱼 大螃蟹 寿司甜品 披萨蛋挞 烤五花肉 烤虾 粽子 翅中 里脊肉 麻辣烫 冰激凌 嗯 寿司卷 小糕点 猪五花 自制冰激凌 荔枝 葡萄酒 蛋挞臭豆腐 金针菇培根卷 馒头 中餐凉菜 小螃蟹 扇贝 批萨 披萨寿司 炸串 炸鸡 烤培根肉 烤翅 烤肠 烧肉 糯米饭 羊腿 豆腐脑 鱼肉 培根 自助午餐 (45元/份)石锅拌饭 水果 草莓 蛋挞 甜点 烤培根 小点心 臭豆腐 培根肉 披萨 大虾 火锅烤肉 更多》,17216,63435,4.1,1013.0,44157.6,济宁,任城区太白路与古槐路交叉口经典百货4层,0537-6783000
2017-04-01,金汉轩自助烤肉（金山街店）,自助餐,http://www.meituan.com/shop/5603434,菜品 培根 炒花蛤 大虾 涮锅 小点心 烤翅中 烤鱼 1 翅中 蛋挞 鱿鱼圈 也好 牛板筋 鹌鹑蛋炖红烧肉 冰淇淋 冰激凌 培根烤肉卷 大螃蟹 奶茶 果冻布丁 烤肉火锅 骨肉相连 鸡蛋羹 可口可乐 培根肉 牛肉羊肉 肥羊 蛋糕 蟹钳 鸡翅中 麻辣烫 菜品 培根 炒花蛤 大虾 涮锅 小点心 烤翅中 烤鱼 1 翅中 蛋挞 鱿鱼圈 也好 牛板筋 更多》,9204,50397,4.4,226.0,9696.9,济宁,金乡县金山街与金城路交叉口交汇处向西20米路北,0537-8818333
2017-04-01,嘉祥银座佳悦酒店自助餐,自助餐,http://www.meituan.com/shop/5731052,小点心 煎鱼 羊肉卷,198,3386,4.0,52.0,2775.6,济宁,嘉祥县机场路6号（新体育馆西临）,0537-6592666
2017-04-01,好客烤肉火锅自助餐厅,自助餐,http://www.meituan.com/shop/6129529,大虾 涮锅 烤肉火锅 蛋挞 冰淇淋 炸肉串 烤串 虾 牛羊肉 1 凉菜 品类多 烤香蕉 烤玉米 烤鸡块 玉米羹 西瓜 烤肠 麻辣小龙虾 小蛋糕 烤鸡腿 虾子 大虾 涮锅 烤肉火锅 蛋挞 冰淇淋 炸肉串 烤串 虾 牛羊肉 1 凉菜 品类多 烤香蕉 烤玉米 更多》,4308,23040,4.0,440.0,18781.8,济宁,梁山县水泊南路越山路口水泊商场（迎宾店）三楼,0537-7317798
2017-04-01,汉丽轩烤肉超市（梁山店）,自助餐,http://www.meituan.com/shop/4597648,培根 大虾 午餐自助 (46元/份)涮肉 蛋挞 西瓜 烤串 涮菜 烤肉串 锅贴 冰粥 冰激凌 小点心 火龙果 烤鸡翅 涮羊肉 烤鱿鱼 肉卷 涮牛肉 炒蛤蜊 可口可乐 蓝莓饮料 千页豆腐 各种凉菜 大骨头 松仁玉米 水果蛋糕 猕猴桃 葡萄酒 酸奶 鸳鸯火锅 冰淇淋 奶油蛋糕 扎啤 烤培根 烤肉火锅 牛羊肉 荔枝 炸山药卷 煎蛋 红烧肉 乌鸡卷 乌鸡肉 前菜 包子 拌鱼皮 炒鱿鱼 烤肉不错 烤鸭 狗肉好吃 香蕉 鸡尾酒 鸡蛋羹 鸡蛋饼 麻辣鱼 培根 大虾 午餐自助 (46元/份)涮肉 蛋挞 西瓜 烤串 涮菜 烤肉串 锅贴 冰粥 冰激凌 小点心 火龙果 更多》,8014,47767,5.0,349.0,15202.2,济宁,梁山县金城路27号负一层（老宋街十字路口西800米即东方国际西300米）,0537-5105688
2017-04-01,汉釜宫自助烤肉火锅（东方国际店）,自助餐,http://www.meituan.com/shop/65713577,烤肉火锅 大虾 涮锅 凉菜 培根肉 海蛎子 烤培根 肉 芒果汁 包子 沙拉 泡芙,2280,13872,4.0,83.0,3438.66,济宁,梁山县金城路东首东方国际北门东临,0537-7701555
2017-04-01,韩美自助餐,自助餐,http://www.meituan.com/shop/6324991,五花肉 火锅 培根烤肉 鱼,4215,3130,4.5,10.0,899.74,济宁,微山县商业街法院北200米路东,15853736609
2017-04-01,凤凰西苑大酒店餐厅,自助餐,http://www.meituan.com/shop/2547220,大骨头 凉菜 蛋挞 贝壳 鱼滑 小面包 果盘 涮肉 涮肚 红烧茄子 葡萄 马步鱼,3789,,5.0,1.0,81.41,济宁,任城区车站西路99号,0537-5157788
2017-04-01,东方铂琳自助餐厅,自助餐,http://www.meituan.com/shop/102842882,海鲜 水果 烤肉 火锅 烤鸭 甜点 羊肉串 蔬菜,594,6118,4.4,260.0,13795.3,济宁,邹城市雍景苑北区西门南66米,0537-5295866
2017-03-01,品味酱香大骨,自助餐,http://www.meituan.com/shop/90454434,大骨头 猪骨 菜 凉菜 猪骨火锅 丸子,436,2471,5.0,63.0,1565.23,威海,乳山市向阳街13-20号（鲁东商厦东50米路南）,15863108590
2017-03-01,牛肯加披萨牛排自助餐厅,自助餐,http://www.meituan.com/shop/104895037,牛排 披萨 凉菜 甜点,2296,6411,4.8,977.0,69118.3,威海,荣成市阳光财富广场中医院东路（海之韵大酒店斜对面）,0631-3611088
2017-03-01,柠檬7,自助餐,http://www.meituan.com/shop/156788503,,,,分,0.0,0.0,威海,环翠区古陌路3号樓104室,13361186620
2017-03-01,镰仓居酒屋,自助餐,http://www.meituan.com/shop/78691678,咖喱定食 寿司 (30元/份)蒸蛋 土豆牛肉 海鲜饼 三文鱼 (79元/份)猪排盖饭 豆腐 烤虾 蒸蛋羹 鸡块 鸡蛋卷 寿司套餐 水果沙拉 清酒 炸鸡肉 金枪鱼 (89元/份)鲜榨果汁 咖喱定食 寿司 (30元/份)蒸蛋 土豆牛肉 海鲜饼 三文鱼 (79元/份)猪排盖饭 豆腐 烤虾 蒸蛋羹 鸡块 鸡蛋卷 寿司套餐 水果沙拉 更多》,170,,4.2,0.0,0.0,威海,文登区米山路与文化路十字路口东北处,15662386568
2017-03-01,老兵自助骨头,自助餐,http://www.meituan.com/shop/40530686,,,391,5.0,36.0,1040.34,威海,文登区昆嵛北路甲53-6号,15684597486
2017-03-01,金海湾国际饭店餐厅,自助餐,http://www.meituan.com/shop/1200637,香煎牛小排配黑椒汁 (118元/份)田园沙拉配千岛汁 (28元/份),188,,4.3,1.0,165.21,威海,高区火炬高技术产业开发区北环海路128号金海湾国际饭店内,0631-5677999
2017-03-01,酱香大骨自助（崂山镇店）,自助餐,http://www.meituan.com/shop/97871153,,,,3.5,1.0,22.73,威海,荣成市崂山街道超月网吧旁,13863095530
2017-03-01,热浪岛自助餐厅,自助餐,http://www.meituan.com/shop/41923468,海鲜 火锅 涮肉 小蛋糕 大虾 酸奶 饮品 冰激凌 小点心 冰虾 牛羊肉 现榨果汁 鸡尾酒 果汁酸奶布丁 香辣锅 水果披萨 鲜榨果汁 大螃蟹腿 丸子 烤牛排 羊肉片 提拉米苏 薯条 巧克力慕斯蛋糕 铁板烧 香辣蟹 冰淇淋 榴莲酥 水果沙拉 涮菜 牛奶布丁 现煎牛排 冻虾 肉卷生鱼片 蒜蓉扇贝 辣子鸡块 铁板鱿鱼 木瓜红枣 芒果汁 螃蟹 木瓜汁 羊肉卷 芒果慕斯 铁板牛排 凉菜 南美大虾 奶茶 布丁酸奶 幕斯蛋糕 披萨鸡块 猪五花 玉米羹 草莓 雪蟹 口水鸡 啤酒 小蛋挞 巧克力蛋糕 文鱼 海龙虾 蛋挞榴莲酥 铁板牛肉 黑森林慕斯蛋糕 冷饮 小海螺 小糕点 柠檬汁 水果饮料 炒年糕 炒螃蟹 烤鸭 热可可 煎鱼 章鱼小丸子 蓝莓山药 豆浆 贝壳 饭后水果和冰淇淋 鱿鱼圈 鲷鱼 鲷鱼刺身 麻辣鸡块 海鲜 火锅 涮肉 小蛋糕 大虾 酸奶 饮品 冰激凌 小点心 冰虾 牛羊肉 现榨果汁 鸡尾酒 果汁酸奶布丁 更多》,12062,35567,4.8,558.0,41128.9,威海,环翠区世昌大道86号振华奥特莱斯负一楼,0631-5235556
2017-03-01,我家牛排自助餐厅（石岛店）,自助餐,http://www.meituan.com/shop/63091075,香草牛排 披萨蛋挞 鸡米花 我家牛排 水果沙拉 薯条 冰淇淋 华夫饼 意面 炒饭 奶油蛋糕 炒年糕 炒米饭 芒果 水果饮料 炸鸡 玉米披萨 蒸饺 凉面 水果披萨 奶油玉米浓汤 奶茶 白灼金针菇 薯条蛋挞 铁板牛肉 面条 鸡尾酒 优品牛排 儿童牛排 小点心 布丁 果汁 炒面 烤肠 烤鸡腿 菲力 蛋挞鸡米花 鸡米花蛋挞 香草牛排 披萨蛋挞 鸡米花 我家牛排 水果沙拉 薯条 冰淇淋 华夫饼 意面 炒饭 奶油蛋糕 炒年糕 炒米饭 芒果 更多》,4490,15330,5.0,1013.0,61328.4,威海,荣成市石岛黄海南路136号渔人码头D座清水湾旁,0631-7389868
2017-03-01,我家牛排自助餐厅（荣成店）,自助餐,http://www.meituan.com/shop/4109018,牛排 蛋挞 (18元/份)菜 鸡排 冰激凌 炸鸡块 香草牛排 意面 黄桃罐头 水果披萨 布丁 意大利面 很好吃 薯条 骨肉相连 香辣蟹 寿司 火龙果 自制酸奶 奥尔良鸡腿 蔬菜沙拉 小蛋糕 蛋挞披萨 炸年糕 哈密瓜 水果饮料 牛排鸡排 草莓酱 西瓜 光盘 小点心 炸鱿鱼 炸鸡米花 玉米披萨 玉米浓汤 鸡柳 麻辣香锅 pizza 凉拌面 百合粥 盐酥鸡 肉 藕片 原味豆浆 可口可乐 培根披萨 披萨蛋挞 炒面 甜奶 苹果 草莓罐头 菲力牛排 蘑菇汤 包子 北极冰虾 墨西哥鸡肉卷 杨梅 桃子 比萨 炒米饭 玉米粒披萨 羊排 菠萝 葡萄 蛋挞炒年糕 蛋炒饭 蛋糕 牛排 蛋挞 (18元/份)菜 鸡排 冰激凌 炸鸡块 香草牛排 意面 黄桃罐头 水果披萨 布丁 意大利面 很好吃 薯条 更多》,45140,51151,5.0,1292.0,76803.4,威海,荣成市青山中路振华商厦北侧（逸品华庭对面）,0631-7575177
2017-03-01,我家牛排（威高店）,自助餐,http://www.meituan.com/shop/96821182,蛋挞 厚切Q小嫩牛排 (79元/份)水果 凉面 花茶,187,4740,5.0,629.0,43383.1,威海,环翠区威高广场负一楼（食尚地门口喜家德水饺旁37度海鲜面对面）,0631-5281677
2017-03-01,天都大酒店（餐饮部）,自助餐,exceptionhttp://www.meituan.com/shop/85525322,水果 (28元/份),920,18565,4.4,468.0,33883.5,威海,荣成市黄海中路天都大酒店院内,0631-7315299
2017-03-01,太一家料理,自助餐,http://www.meituan.com/shop/97500195,三文鱼 牛肉刺身 烤鳗鱼 鱼籽寿司 天妇罗炸虾 菲利牛排 甜虾 蓝莓山药 刺身套餐 拉面 日料 芝士培根扇贝 面 鸡蛋羹 乌冬面 乌冬面定食 甜虾生蚝 虾 水果 沙拉 蔬菜 骨汤面 鳗鱼 八爪鱼 刺身 定食 寿司 清酒 焗烤扇贝 牛肉 鳗鱼寿司 三文鱼 牛肉刺身 烤鳗鱼 鱼籽寿司 天妇罗炸虾 菲利牛排 甜虾 蓝莓山药 刺身套餐 拉面 日料 芝士培根扇贝 面 鸡蛋羹 更多》,3575,6541,5.0,166.0,32684.4,威海,经济开发区韩乐坊5-14号（韩国风情街派出所南50米）,0631-5888887
2017-03-01,塔山宾馆海鲜自助,自助餐,http://www.meituan.com/shop/1201181,虾 大虾 大螃蟹 大闸蟹 海鲜火锅 飞蟹 鲜虾 爬虾 山药汁 烤串 烤鸭 螺 铁板烧 鲜羊肉 3 油条 火锅 红糖饼 虾爬子 蟹子 酸奶 虾 大虾 大螃蟹 大闸蟹 海鲜火锅 飞蟹 鲜虾 爬虾 山药汁 烤串 烤鸭 螺 铁板烧 鲜羊肉 更多》,5192,16102,5.0,196.0,29401.0,威海,环翠区塔山西路10号（塔山宾馆一号楼一楼）,0631-5312377/5317777-8288
2017-03-01,四季自助百汇,自助餐,http://www.meituan.com/shop/1486631,三文鱼 木瓜雪蛤 芝士焗牡蛎 生吃鱼片 黑椒牛仔骨 甜点 提拉米苏 (12元/份)虾 焦糖布丁 甜品 铁板烧 巴西烤肉 蛋挞 雀巢冰激凌 烤虾 蟹腿 烤生蚝 纽约芝士 (12元/份)螃蟹腿 T骨牛排 木瓜大虾 烤海蛎子 小海鲜 毛血旺 海参烤虾 烤牛舌 烤羊腿 芒果慕斯 金陵佛跳墙 三文鱼寿司 冰虾 拿破仑蛋糕 烤羊肉串 煎牛排 羊肉串 苹果 菠萝饭 铁板牛仔骨 雪蟹腿 八色烤肉 大蟹腿 奶油蛋糕 小点心 木瓜炖雪蛤 海鲜汤 烤鸭 风干鸡 八色套餐 土豆饼 小蛋糕 帝王蟹脚 提拉米苏蛋糕 新鲜果汁 木瓜椰汁 木瓜牛奶 涮羊肉 烤牛排 烤羊排 烤羊肉 芝士焗生蚝 鲍鱼 麻辣烫 三文鱼 木瓜雪蛤 芝士焗牡蛎 生吃鱼片 黑椒牛仔骨 甜点 提拉米苏 (12元/份)虾 焦糖布丁 甜品 铁板烧 巴西烤肉 蛋挞 雀巢冰激凌 更多》,18555,64184,5.0,1622.0,174674.0,威海,环翠区新威路58号（威海百纳中心大酒店6楼）,0631-5222888
2017-03-01,石岛滨海大酒店,自助餐,http://www.meituan.com/shop/41113487,烤鸭 冰虾 冰激凌 冰淇淋 冻虾 包子 酸奶 饺子 大虾 小海螺 果汁 水果沙拉 面包,696,12532,4.4,448.0,30489.8,威海,荣成市石岛管理区黄海北路吉兴商场北,0631-7379088/7379188
2017-03-01,尚可一品自助烤肉超市（文登店）,自助餐,http://www.meituan.com/shop/4919526,生鱼片 自助烤肉 火锅 黑椒猪排 烤五花肉 铁板鱿鱼 大虾 小点心 铁板烧 冰激凌 涮羊肉 凉菜 哈密瓜 酸奶 鸡尾酒 冰淇淋 大骨头 韭菜盒子 黑椒牛排 生鱼片 自助烤肉 火锅 黑椒猪排 烤五花肉 铁板鱿鱼 大虾 小点心 铁板烧 冰激凌 涮羊肉 凉菜 哈密瓜 酸奶 更多》,16849,19994,4.8,505.0,45490.8,威海,文登区文山路101号（99红洗浴隔壁，原韩尚自助烤肉）,0631-8357855
2017-03-01,大娘水饺自助,自助餐,http://www.meituan.com/shop/104237961,水饺 凉菜 饺子,199,3479,4.3,227.0,4060.47,泰安,肥城市市场街与长山街路口西50米路南，外贸大厦西邻,13335270266
2017-03-01,家里婆自助水饺连锁餐厅,自助餐,http://www.meituan.com/shop/150371943,水饺 凉菜 热菜,104,3563,5.0,90.0,2149.29,威海,环翠区沈阳路东涝台格林豪泰南30米,15662337352
2017-03-01,宝龙福朋酒店自助餐厅,自助餐,http://www.meituan.com/shop/17647,甜点 烤鸭 番茄牛腩面 (28元/份)烤生蚝 三文鱼生鱼片 鱼 烤全羊 酸奶 蟹子 鱿鱼 甜品 大虾 海鲜 烤海鲜 冰激凌 小蛋糕 煎鱼 牛扒 牛羊肉 三文鱼刺身 海鲜火锅 烤羊肉串 肉 小点心 羊汤 麻辣烫 三文鱼寿司羊汤 烤羊腿 烤鸡翅 雪菜肉丝面 (28元/份)扇贝 海参山珍佛跳墙 (68元/份)皎皎河女蒸丝瓜 (19元/份)铁板牛排 七夕今宵煨山药 (19元/份)北京烤鸭 卷饼 春卷 橙汁 水饺 海参斑 现煎牛排 羊肉片 花好月圆西米露 (19元/份)酒水 酸奶小点心 醋溜海带丝 (5元/份)面条 鹊桥相会炒双鲜 (39元/份)甜点 烤鸭 番茄牛腩面 (28元/份)烤生蚝 三文鱼生鱼片 鱼 烤全羊 酸奶 蟹子 鱿鱼 甜品 大虾 海鲜 烤海鲜 更多》,5454,6487,5.0,272.0,26352.8,泰安,泰山区环山东路888号（宝龙福朋酒店一楼宜客乐标帜餐厅）,0538-8879999
2017-03-01,妙可多自助烧烤涮,自助餐,http://www.meituan.com/shop/51207458,蛋挞,130,521,3.5,4.0,162.88,菏泽,定陶县陶驿路与建华路路口，林业局东50米路南,0530-2164666
2017-04-01,蓝海御华大饭店蓝钻自助餐,自助餐,http://www.meituan.com/shop/74955998,生鱼片 三文鱼片 鲜榨果汁 大龙虾 烤牛排 铁板烧 果汁 小点心 小蛋糕 煎牛排 麻辣烫 烤鸡翅 蛋挞 烤五花肉 西瓜汁 巧克力蛋糕 布丁 松茸汤 蒜蓉扇贝 果盘 龙利鱼 南瓜粥 巴西烧烤 烤大虾 木瓜银耳羹 南瓜汤 原味酸奶 咖啡奶茶 奶油焗生蚝 披萨 烤肉 口味虾 沙拉冰淇淋 虾子 寿司米饭 芝士生蚝 鲜榨西瓜汁 培根卷 辣炒花蛤 鲜虾 冷饮 烤鸭 南瓜汁 小馄饨 巴西烤肉水煮鱼 烤翅 生菜沙拉 土豆泥 意大利面 牛排鸡排 生吃三文鱼 秘制排骨 粉丝 羊腿 铁板牛肉 乌鸡汤 小米粥 小鱿鱼 文鱼巴西烤肉 果汁冰激凌 梅菜扣肉 海星 海鲜刺身 烤牛舌 烤鸡腿 煎鳕鱼 肘子 蟹钳 韩国泡菜 三文鱼生 养生茶 前菜 北极虾 哈密瓜 土豆炖牛肉 大螃蟹 奶油生蚝 小螃蟹 巧克力 布朗尼 水果沙拉 点心 烤串 烤羊排 烤肠 烤香菇 烤香蕉 烤鱿鱼烤牛排 烤鳕鱼 煎鱼 牛扒牛排 特色菜 生菜包 素鲍鱼 翅中 芝士土豆泥 螃蟹 辣白菜 铁板牛排 铁板黄花鱼 雪蟹腿 风味茄子 鱼子寿司 鲜榨橙汁 生鱼片 三文鱼片 鲜榨果汁 大龙虾 烤牛排 铁板烧 果汁 小点心 小蛋糕 煎牛排 麻辣烫 烤鸡翅 蛋挞 烤五花肉 更多》,12606,59073,5.0,943.0,101928.0,泰安,泰山区东岳大街77号广电对过蓝海御华大饭店1楼,0538-8319999
2017-04-01,泰山新合作国际酒店自助餐,自助餐,http://www.meituan.com/shop/91230716,酸奶 涮菜 小蛋糕 炒菜 西瓜 羊肉片 麻辣小龙虾 大虾 冰淇淋 咖啡 小馄饨 涮羊肉 铁板烧 鸭头,1494,34379,4.4,172.0,8612.15,泰安,肥城市新合作国际酒店8楼,0538-3386677
2017-04-01,泰山宾馆,自助餐,http://www.meituan.com/shop/77111733,烤肉 海鲜 羊肉 生鱼片 酸奶 三文鱼 冰激凌 巴西烤肉 慕斯蛋糕 烤羊肉 烤鸭 甜点 面包,1868,9597,5.0,153.0,17932.1,泰安,泰山区红门路26号,0538-8285688/8582666
2017-04-01,泰山宝盛大酒店八珍轩自助餐,自助餐,http://www.meituan.com/shop/90718223,,314,5052,5.0,162.0,15827.5,泰安,泰山区泰山大街与迎胜路交汇口西南角,0538-3013888
2017-03-01,金沙滩希尔顿酒店-海洋大堂吧,自助餐,http://www.meituan.com/shop/5816583,三明治 甜品 咖啡,,259,4.5,7.0,775.0,青岛,黄岛区嘉陵江东路1号,0532-83150000-8068
2017-03-01,金诺郎自助餐厅,自助餐,http://www.meituan.com/shop/97598833,海鲜 虾 水果 肉 烤肉 蛋糕 大虾 活虾 冰激凌 小龙虾 蔬菜 慕斯 牛肉 慕斯蛋糕 海蛎子 海螺 火龙果 牛羊肉 蛋挞 乌鸡肉 冰淇淋 小点心 火锅羊肉 烤鸡翅 生菜 羊排 虾子 蛤蜊 酒水 海鲜 虾 水果 肉 烤肉 蛋糕 大虾 活虾 冰激凌 小龙虾 蔬菜 慕斯 牛肉 慕斯蛋糕 更多》,793,11610,4.2,293.0,14077.3,青岛,黄岛区琅琊台路与铁山路交叉口西行50米路南,0532-86111331
2017-03-01,金海岸美食汇自助餐厅,自助餐,http://www.meituan.com/shop/96939565,麻辣小龙虾 水果 烤串 烤肉 海鲜 烤大虾 火锅 果汁 炸蚂蚱 烤翅 现榨果汁 蛋糕 大虾 寿司 手工水饺 榴莲酥 炸蟹脚 烤虾炸鱿鱼 糕点 蟹钳 麻辣蟹 冷面 冷饮 烤串烤虾 爬虾 针螺 麻辣小龙虾 水果 烤串 烤肉 海鲜 烤大虾 火锅 果汁 炸蚂蚱 烤翅 现榨果汁 蛋糕 大虾 寿司 更多》,336,6505,4.2,164.0,8025.05,青岛,胶州市中云街道广州北路胶州湾医院斜对面（原李李韩式自助烤肉）,0532-87227877
2017-03-01,金草帽音乐自助餐厅,自助餐,http://www.meituan.com/shop/118403031,,210,7381,4.0,186.0,9134.8,青岛,城阳区王沙路1105号,18554869321
2017-03-01,金草帽韩式自助烤肉（乐客城店）,自助餐,http://www.meituan.com/shop/2433718,五花肉 培根 羊肉 烤肉 蛋挞 鸡翅 牛无花 酱香鸡翅 金针菇 小龙虾 辣白菜 麻辣小龙虾 梅肉 生菜 辣子鸡 韩式烤肉 冰激凌 甜品 凉菜 小点心 韭菜 冰淇淋 小蛋糕 扇贝很给力 披萨 桃汁 泡菜 炸鸡 糖醋里脊 绿豆糕 绿豆酥 翅中 韩国米汤 五花肉 培根 羊肉 烤肉 蛋挞 鸡翅 牛无花 酱香鸡翅 金针菇 小龙虾 辣白菜 麻辣小龙虾 梅肉 生菜 更多》,2100,4491,4.2,113.0,12680.5,青岛,李沧区夏庄路1号伟东乐客城L4c-03（四楼C区电梯口处）,0532-58703963
2017-03-01,金草帽韩式自助烤肉（东方城店）,自助餐,http://www.meituan.com/shop/105995997,,352,32603,5.0,497.0,33809.7,青岛,城阳区黑龙江中路2111号东方城五楼（玛食达年糕旁）,0532-80967867
2017-03-01,金草帽韩式自助烤肉（城阳家佳源店）,自助餐,exceptionhttp://www.meituan.com/shop/40038949,肉 蛋挞 鸡肉串 冰虾 韩式烤肉 小点心 烤虾 糖醋里脊 小蛋糕 麻辣龙虾 蒸饺 培根肉 环境很好 水果罐头 糖醋排骨 调味猪排 香辣蟹 五谷杂粮 龙眼火龙果 水果蔬菜沙拉 火龙果哈密瓜 蛋挞酸奶 鱼 冻虾 泡芙 烤蔬菜 寿司 百叶 红烧排骨 锅包肉 水果冰淇淋 辣白菜 香酥鸡 可口可乐 哈密瓜 圣女果 拌鱼皮 新鲜果汁饮料 水果饮料 金草帽韩式自助烤肉成人餐 (68元/份)单人烤肉自助 (58元/份)培根烤肉 肉包 饺子 馒头 大虾大螃蟹 奶油蛋糕 干煸豆角 披萨 果冻 果汁冰激凌 煎豆腐 牛羊肉 猕猴桃 甜筒 罐头黄桃 美食 腌肉 草莓布丁 蒸饺包子 薯条 蝴蝶虾 肉 蛋挞 鸡肉串 冰虾 韩式烤肉 小点心 烤虾 糖醋里脊 小蛋糕 麻辣龙虾 蒸饺 培根肉 环境很好 水果罐头 更多》,11466,16909,5.0,427.0,44064.2,青岛,城阳区正阳路136号城阳家佳源超市4楼（小肥羊火锅正上方）,13625320381
2017-05-01,佰烧海鲜烤肉自助,自助餐,http://www.meituan.com/shop/66924409,大虾 鲍鱼捞饭 慕斯蛋糕 烤生蚝 果汁 鲜榨果汁 大螃蟹 冰淇淋 自酿啤酒 蛋挞 醉蟹 布丁 烤鸡翅 西瓜 海蛎子 小蛋糕 酸奶 烤牛舌 寿司 巴西烧烤 泡芙 烤培根 虾 巴西烤肉 披萨 榴莲蛋糕 烤鱿鱼 日式料理 榴莲披萨 鲍鱼粥 烤扇贝 芝士蛋糕 蒜蓉扇贝 鲍鱼饭 黑啤 凉菜 甜点 冷饮 提拉米苏 贝壳 馒头 小点心 牛羊肉 生蚝扇贝 面包 小布丁 慕斯 烤肠 肥牛 蒜蓉生蚝 起司蛋糕 黑森林 佰烧烤肉 寿司生鱼片 扇贝 果汁酸奶 水果沙拉 烤翅 烤肥牛 烤鸭 现榨果汁 蟹脚 辣白菜 酸梅汤 青菜 面食 鲍 鸡腿肉 大虾 鲍鱼捞饭 慕斯蛋糕 烤生蚝 果汁 鲜榨果汁 大螃蟹 冰淇淋 自酿啤酒 蛋挞 醉蟹 布丁 烤鸡翅 西瓜 更多》,6155,106,5.0,1.0,82.99,德州,德城区东风东路澳德乐时代广场2楼东首（德州银行楼上）,0534-2222256/2222255
2017-05-01,北京凯瑞自助烤涮超市,自助餐,http://www.meituan.com/shop/6845616,烤猪肉串 水果沙拉 肉 纸上烤肉 饮料 蔬菜 烤肉火锅 小点心 羊肉串 烤串 烤肠 爆米花 螃蟹 龙虾 小包子 小饼 涮菜 羊肉 香芋奶茶 1 冷饮 毛蟹 关东煮 寿司 比萨 牛肉 猪肉片 羊肉卷 羊肉片 葡萄酒 鱿鱼 鲜虾 烤猪肉串 水果沙拉 肉 纸上烤肉 饮料 蔬菜 烤肉火锅 小点心 羊肉串 烤串 烤肠 爆米花 螃蟹 龙虾 更多》,33084,33409,4.6,343.0,36969.1,德州,禹城市汉槐街与通衢路交叉口禹城市新时代购物广场四楼,14753416652
2017-05-01,北京汉釜宫自助烤肉火锅,自助餐,http://www.meituan.com/shop/40089810,培根 好 培根片 凉菜 青菜 烤肉火锅 螃蟹 小蛋糕 水果沙拉 大骨头 排骨 海星 烤肉类 冰淇淋 哈密瓜 涮羊肉 炸鸡腿 甜不辣 骨肉相连 鱿鱼 麻辣鸭头 奶油蛋糕 扇贝 海蛎子 烤虾 烧烤 肉丸 培根肉 大螃蟹腿 奶茶 很好的 涮肉 火龙果 烤串 菜卷 酸奶 培根 好 培根片 凉菜 青菜 烤肉火锅 螃蟹 小蛋糕 水果沙拉 大骨头 排骨 海星 烤肉类 冰淇淋 更多》,53112,41199,5.0,277.0,21621.0,德州,齐河县齐河德百新时代广场4楼西侧（大地影城往西50米）,18888231885
2017-05-01,班戟糯米糍,自助餐,http://www.meituan.com/shop/82066291,,,,分,0.0,0.0,德州,乐陵市澳林新天地购物中心一楼理发店对面,17081281876
2017-04-01,自煮水饺我想吃,自助餐,http://www.meituan.com/shop/101325656,水饺 饺子,194,2926,4.2,28.0,525.19,日照,东港区黄海一路与海滨三路交汇西100米路北（利群北门斜对面）,13386330917
