SEQ,国家,省份,城市,处于商圈,是否为客栈,酒店星级,业务部门,剩余房间,图片数,酒店评分,用户点评数,城市平均实住间夜,酒店总订单,酒店总间夜,酒店实住订单,酒店实住间夜,酒店直销订单,酒店直销间夜,酒店直销实住订单,酒店直销实住间夜,酒店直销拒单,酒店直销拒单率,城市直销拒单率,拒单率是否小于等于直销城市均值,最低房间价格 
changsha_10640,中国,湖南,长沙,,0,二星及其他,低星,11,0,,0,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,473
changsha_10638,中国,湖南,长沙,湖南广电中心,0,二星及其他,低星,11,0,,0,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,234
changsha_10637,中国,湖南,长沙,,0,二星及其他,低星,9,0,5.0000000000,4,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,205
changsha_10635,中国,湖南,长沙,,0,二星及其他,低星,23,0,,0,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,440
changsha_10639,中国,湖南,长沙,湖南广电中心,0,二星及其他,低星,12,0,,0,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,429
changsha_10634,中国,湖南,长沙,红星商圈,0,二星及其他,低星,9,0,,0,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,393
changsha_10633,中国,湖南,长沙,,0,二星及其他,低星,8,0,,0,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,378
changsha_10636,中国,湖南,长沙,,0,二星及其他,低星,12,0,,0,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,388
changsha_10632,中国,湖南,长沙,五一广场,0,二星及其他,低星,13,0,,0,41.4099009901,1,1,0,0,1,1,0,0,1,1,0.0335057485981,0,172
changsha_10631,中国,湖南,长沙,,0,二星及其他,低星,12,0,,0,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,259
changsha_10630,中国,湖南,长沙,望城商圈,0,二星及其他,低星,14,0,,0,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,158
changsha_10629,中国,湖南,长沙,红星商圈,0,二星及其他,低星,13,0,,0,41.4099009901,1,1,0,0,1,1,0,0,0,0,0.0335057485981,1,461
changsha_10628,中国,湖南,长沙,,0,二星及其他,低星,7,0,4.0000000000,1,41.4099009901,1,1,0,0,1,1,0,0,0,0,0.0335057485981,1,209
changsha_10646,中国,湖南,长沙,雨花亭商圈 东塘商圈,0,二星及其他,低星,0,0,,0,41.4099009901,2,2,2,2,2,2,2,2,0,0,0.0335057485981,1,456
changsha_10645,中国,湖南,长沙,红星商圈,0,二星及其他,低星,9,0,,0,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,448
changsha_10644,中国,湖南,长沙,东塘商圈 雨花亭商圈,0,二星及其他,低星,0,0,,0,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,396
changsha_10641,中国,湖南,长沙,,0,二星及其他,低星,10,0,,0,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,298
changsha_10640,中国,湖南,长沙,,0,二星及其他,低星,11,0,,0,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,276
changsha_10639,中国,湖南,长沙,湖南广电中心,0,二星及其他,低星,12,0,,0,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,448
changsha_10638,中国,湖南,长沙,湖南广电中心,0,二星及其他,低星,11,0,,0,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,406
changsha_10637,中国,湖南,长沙,,0,二星及其他,低星,9,0,5.0000000000,4,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,216
changsha_10636,中国,湖南,长沙,,0,二星及其他,低星,12,0,,0,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,411
changsha_10635,中国,湖南,长沙,,0,二星及其他,低星,23,0,,0,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,384
changsha_10634,中国,湖南,长沙,红星商圈,0,二星及其他,低星,9,0,,0,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,313
changsha_10633,中国,湖南,长沙,,0,二星及其他,低星,8,0,,0,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,480
changsha_10632,中国,湖南,长沙,五一广场,0,二星及其他,低星,13,0,,0,41.4099009901,1,1,0,0,1,1,0,0,1,1,0.0335057485981,0,183
changsha_10631,中国,湖南,长沙,,0,二星及其他,低星,12,0,,0,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,127
changsha_10630,中国,湖南,长沙,望城商圈,0,二星及其他,低星,14,0,,0,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,404
changsha_10645,中国,湖南,长沙,红星商圈,0,二星及其他,低星,9,0,,0,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,280
changsha_10644,中国,湖南,长沙,东塘商圈 雨花亭商圈,0,二星及其他,低星,0,0,,0,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,313
changsha_10641,中国,湖南,长沙,,0,二星及其他,低星,10,0,,0,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,288
changsha_10640,中国,湖南,长沙,,0,二星及其他,低星,11,0,,0,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,191
changsha_10639,中国,湖南,长沙,湖南广电中心,0,二星及其他,低星,12,0,,0,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,467
changsha_10638,中国,湖南,长沙,湖南广电中心,0,二星及其他,低星,11,0,,0,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,497
changsha_10637,中国,湖南,长沙,,0,二星及其他,低星,9,0,5.0000000000,4,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,264
changsha_10636,中国,湖南,长沙,,0,二星及其他,低星,12,0,,0,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,182
changsha_10635,中国,湖南,长沙,,0,二星及其他,低星,23,0,,0,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,400
changsha_10634,中国,湖南,长沙,红星商圈,0,二星及其他,低星,9,0,,0,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,196
changsha_10633,中国,湖南,长沙,,0,二星及其他,低星,8,0,,0,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,206
changsha_10632,中国,湖南,长沙,五一广场,0,二星及其他,低星,13,0,,0,41.4099009901,1,1,0,0,1,1,0,0,1,1,0.0335057485981,0,446
changsha_10631,中国,湖南,长沙,,0,二星及其他,低星,12,0,,0,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,382
changsha_10630,中国,湖南,长沙,望城商圈,0,二星及其他,低星,14,0,,0,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,431
changsha_10629,中国,湖南,长沙,红星商圈,0,二星及其他,低星,13,0,,0,41.4099009901,1,1,0,0,1,1,0,0,0,0,0.0335057485981,1,279
changsha_10637,中国,湖南,长沙,,0,二星及其他,低星,9,0,5.0000000000,4,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,204
changsha_10636,中国,湖南,长沙,,0,二星及其他,低星,12,0,,0,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,330
changsha_10635,中国,湖南,长沙,,0,二星及其他,低星,23,0,,0,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,260
changsha_10634,中国,湖南,长沙,红星商圈,0,二星及其他,低星,9,0,,0,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,381
changsha_10633,中国,湖南,长沙,,0,二星及其他,低星,8,0,,0,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,144
changsha_10632,中国,湖南,长沙,五一广场,0,二星及其他,低星,13,0,,0,41.4099009901,1,1,0,0,1,1,0,0,1,1,0.0335057485981,0,273
changsha_10631,中国,湖南,长沙,,0,二星及其他,低星,12,0,,0,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,323
changsha_10641,中国,湖南,长沙,,0,二星及其他,低星,10,0,,0,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,205
changsha_10640,中国,湖南,长沙,,0,二星及其他,低星,11,0,,0,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,375
changsha_10639,中国,湖南,长沙,湖南广电中心,0,二星及其他,低星,12,0,,0,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,116
changsha_10638,中国,湖南,长沙,湖南广电中心,0,二星及其他,低星,11,0,,0,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,386
changsha_10637,中国,湖南,长沙,,0,二星及其他,低星,9,0,5.0000000000,4,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,135
changsha_10636,中国,湖南,长沙,,0,二星及其他,低星,12,0,,0,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,297
changsha_10635,中国,湖南,长沙,,0,二星及其他,低星,23,0,,0,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,161
changsha_10634,中国,湖南,长沙,红星商圈,0,二星及其他,低星,9,0,,0,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,298
changsha_10633,中国,湖南,长沙,,0,二星及其他,低星,8,0,,0,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,228
changsha_10632,中国,湖南,长沙,五一广场,0,二星及其他,低星,13,0,,0,41.4099009901,1,1,0,0,1,1,0,0,1,1,0.0335057485981,0,206
changsha_10650,中国,湖南,长沙,五一广场,0,二星及其他,低星,0,0,,0,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,247
changsha_10649,中国,湖南,长沙,东塘商圈,0,二星及其他,低星,18,0,,0,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,154
changsha_10647,中国,湖南,长沙,东塘商圈 雨花亭商圈,0,二星及其他,低星,0,0,,0,41.4099009901,1,2,0,0,1,2,0,0,1,1,0.0335057485981,0,266
changsha_10646,中国,湖南,长沙,雨花亭商圈 东塘商圈,0,二星及其他,低星,0,0,,0,41.4099009901,2,2,2,2,2,2,2,2,0,0,0.0335057485981,1,283
changsha_10641,中国,湖南,长沙,,0,二星及其他,低星,10,0,,0,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,428
changsha_10640,中国,湖南,长沙,,0,二星及其他,低星,11,0,,0,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,263
changsha_10639,中国,湖南,长沙,湖南广电中心,0,二星及其他,低星,12,0,,0,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,273
changsha_10638,中国,湖南,长沙,湖南广电中心,0,二星及其他,低星,11,0,,0,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,153
changsha_10637,中国,湖南,长沙,,0,二星及其他,低星,9,0,5.0000000000,4,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,480
changsha_10636,中国,湖南,长沙,,0,二星及其他,低星,12,0,,0,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,435
changsha_10635,中国,湖南,长沙,,0,二星及其他,低星,23,0,,0,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,105
changsha_10634,中国,湖南,长沙,红星商圈,0,二星及其他,低星,9,0,,0,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,213
changsha_10633,中国,湖南,长沙,,0,二星及其他,低星,8,0,,0,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,324
changsha_10640,中国,湖南,长沙,,0,二星及其他,低星,11,0,,0,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,259
changsha_10639,中国,湖南,长沙,湖南广电中心,0,二星及其他,低星,12,0,,0,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,430
changsha_10651,中国,湖南,长沙,市政府、麓谷高新区,0,二星及其他,低星,19,0,5.0000000000,2,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,417
changsha_10650,中国,湖南,长沙,五一广场,0,二星及其他,低星,0,0,,0,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,398
changsha_10649,中国,湖南,长沙,东塘商圈,0,二星及其他,低星,18,0,,0,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,260
changsha_10647,中国,湖南,长沙,东塘商圈 雨花亭商圈,0,二星及其他,低星,0,0,,0,41.4099009901,1,2,0,0,1,2,0,0,1,1,0.0335057485981,0,319
changsha_10646,中国,湖南,长沙,雨花亭商圈 东塘商圈,0,二星及其他,低星,0,0,,0,41.4099009901,2,2,2,2,2,2,2,2,0,0,0.0335057485981,1,185
changsha_10645,中国,湖南,长沙,红星商圈,0,二星及其他,低星,9,0,,0,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,246
changsha_10644,中国,湖南,长沙,东塘商圈 雨花亭商圈,0,二星及其他,低星,0,0,,0,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,368
changsha_10641,中国,湖南,长沙,,0,二星及其他,低星,10,0,,0,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,187
changsha_10640,中国,湖南,长沙,,0,二星及其他,低星,11,0,,0,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,313
changsha_10639,中国,湖南,长沙,湖南广电中心,0,二星及其他,低星,12,0,,0,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,296
changsha_10638,中国,湖南,长沙,湖南广电中心,0,二星及其他,低星,11,0,,0,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,395
changsha_10637,中国,湖南,长沙,,0,二星及其他,低星,9,0,5.0000000000,4,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,318
changsha_10636,中国,湖南,长沙,,0,二星及其他,低星,12,0,,0,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,236
changsha_10635,中国,湖南,长沙,,0,二星及其他,低星,23,0,,0,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,455
changsha_10634,中国,湖南,长沙,红星商圈,0,二星及其他,低星,9,0,,0,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,197
changsha_10650,中国,湖南,长沙,五一广场,0,二星及其他,低星,0,0,,0,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,481
changsha_10649,中国,湖南,长沙,东塘商圈,0,二星及其他,低星,18,0,,0,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,377
changsha_10647,中国,湖南,长沙,东塘商圈 雨花亭商圈,0,二星及其他,低星,0,0,,0,41.4099009901,1,2,0,0,1,2,0,0,1,1,0.0335057485981,0,385
changsha_10646,中国,湖南,长沙,雨花亭商圈 东塘商圈,0,二星及其他,低星,0,0,,0,41.4099009901,2,2,2,2,2,2,2,2,0,0,0.0335057485981,1,291
changsha_10645,中国,湖南,长沙,红星商圈,0,二星及其他,低星,9,0,,0,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,326
changsha_10644,中国,湖南,长沙,东塘商圈 雨花亭商圈,0,二星及其他,低星,0,0,,0,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,438
changsha_10641,中国,湖南,长沙,,0,二星及其他,低星,10,0,,0,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,205
changsha_10640,中国,湖南,长沙,,0,二星及其他,低星,11,0,,0,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,249
changsha_10639,中国,湖南,长沙,湖南广电中心,0,二星及其他,低星,12,0,,0,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,297
changsha_10638,中国,湖南,长沙,湖南广电中心,0,二星及其他,低星,11,0,,0,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,294
changsha_10637,中国,湖南,长沙,,0,二星及其他,低星,9,0,5.0000000000,4,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,479
changsha_10636,中国,湖南,长沙,,0,二星及其他,低星,12,0,,0,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,462
changsha_10635,中国,湖南,长沙,,0,二星及其他,低星,23,0,,0,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,455
changsha_10640,中国,湖南,长沙,,0,二星及其他,低星,11,0,,0,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,261
changsha_10639,中国,湖南,长沙,湖南广电中心,0,二星及其他,低星,12,0,,0,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,358
changsha_10638,中国,湖南,长沙,湖南广电中心,0,二星及其他,低星,11,0,,0,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,490
changsha_10637,中国,湖南,长沙,,0,二星及其他,低星,9,0,5.0000000000,4,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,293
changsha_10651,中国,湖南,长沙,市政府、麓谷高新区,0,二星及其他,低星,19,0,5.0000000000,2,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,131
changsha_10650,中国,湖南,长沙,五一广场,0,二星及其他,低星,0,0,,0,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,161
changsha_10649,中国,湖南,长沙,东塘商圈,0,二星及其他,低星,18,0,,0,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,456
changsha_10647,中国,湖南,长沙,东塘商圈 雨花亭商圈,0,二星及其他,低星,0,0,,0,41.4099009901,1,2,0,0,1,2,0,0,1,1,0.0335057485981,0,125
changsha_10646,中国,湖南,长沙,雨花亭商圈 东塘商圈,0,二星及其他,低星,0,0,,0,41.4099009901,2,2,2,2,2,2,2,2,0,0,0.0335057485981,1,284
changsha_10645,中国,湖南,长沙,红星商圈,0,二星及其他,低星,9,0,,0,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,382
changsha_10644,中国,湖南,长沙,东塘商圈 雨花亭商圈,0,二星及其他,低星,0,0,,0,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,213
changsha_10641,中国,湖南,长沙,,0,二星及其他,低星,10,0,,0,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,111
changsha_10640,中国,湖南,长沙,,0,二星及其他,低星,11,0,,0,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,164
changsha_10639,中国,湖南,长沙,湖南广电中心,0,二星及其他,低星,12,0,,0,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,467
changsha_10638,中国,湖南,长沙,湖南广电中心,0,二星及其他,低星,11,0,,0,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,460
changsha_10654,中国,湖南,长沙,,0,二星及其他,低星,15,0,,0,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,479
changsha_10653,中国,湖南,长沙,红星商圈,0,二星及其他,低星,26,0,3.2175099850,40,41.4099009901,5,5,2,2,5,5,2,2,2,0.4,0.0335057485981,0,137
changsha_10652,中国,湖南,长沙,东塘商圈,0,二星及其他,低星,0,0,,0,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,301
changsha_10651,中国,湖南,长沙,市政府、麓谷高新区,0,二星及其他,低星,19,0,5.0000000000,2,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,319
changsha_10650,中国,湖南,长沙,五一广场,0,二星及其他,低星,0,0,,0,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,312
changsha_10649,中国,湖南,长沙,东塘商圈,0,二星及其他,低星,18,0,,0,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,188
changsha_10647,中国,湖南,长沙,东塘商圈 雨花亭商圈,0,二星及其他,低星,0,0,,0,41.4099009901,1,2,0,0,1,2,0,0,1,1,0.0335057485981,0,341
changsha_10646,中国,湖南,长沙,雨花亭商圈 东塘商圈,0,二星及其他,低星,0,0,,0,41.4099009901,2,2,2,2,2,2,2,2,0,0,0.0335057485981,1,204
changsha_10645,中国,湖南,长沙,红星商圈,0,二星及其他,低星,9,0,,0,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,344
changsha_10644,中国,湖南,长沙,东塘商圈 雨花亭商圈,0,二星及其他,低星,0,0,,0,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,155
changsha_10641,中国,湖南,长沙,,0,二星及其他,低星,10,0,,0,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,153
changsha_10639,中国,湖南,长沙,湖南广电中心,0,二星及其他,低星,12,0,,0,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,280
changsha_10640,中国,湖南,长沙,,0,二星及其他,低星,11,0,,0,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,118
changsha_10657,中国,湖南,长沙,东塘商圈 雨花亭商圈,0,二星及其他,低星,20,0,3.0000000000,1,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,228
changsha_10656,中国,湖南,长沙,,0,二星及其他,低星,20,0,3.0399999618,5,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,290
changsha_10655,中国,湖南,长沙,红星商圈,0,二星及其他,低星,15,0,5.0000000000,1,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,199
changsha_10654,中国,湖南,长沙,,0,二星及其他,低星,15,0,,0,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,173
changsha_10653,中国,湖南,长沙,红星商圈,0,二星及其他,低星,26,0,3.2175099850,40,41.4099009901,5,5,2,2,5,5,2,2,2,0.4,0.0335057485981,0,451
changsha_10652,中国,湖南,长沙,东塘商圈,0,二星及其他,低星,0,0,,0,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,179
changsha_10651,中国,湖南,长沙,市政府、麓谷高新区,0,二星及其他,低星,19,0,5.0000000000,2,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,453
changsha_10650,中国,湖南,长沙,五一广场,0,二星及其他,低星,0,0,,0,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,128
changsha_10649,中国,湖南,长沙,东塘商圈,0,二星及其他,低星,18,0,,0,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,166
changsha_10647,中国,湖南,长沙,东塘商圈 雨花亭商圈,0,二星及其他,低星,0,0,,0,41.4099009901,1,2,0,0,1,2,0,0,1,1,0.0335057485981,0,137
changsha_10646,中国,湖南,长沙,雨花亭商圈 东塘商圈,0,二星及其他,低星,0,0,,0,41.4099009901,2,2,2,2,2,2,2,2,0,0,0.0335057485981,1,189
changsha_10645,中国,湖南,长沙,红星商圈,0,二星及其他,低星,9,0,,0,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,113
changsha_10644,中国,湖南,长沙,东塘商圈 雨花亭商圈,0,二星及其他,低星,0,0,,0,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,296
changsha_10641,中国,湖南,长沙,,0,二星及其他,低星,10,0,,0,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,385
changsha_10640,中国,湖南,长沙,,0,二星及其他,低星,11,0,,0,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,333
changsha_10660,中国,湖南,长沙,红星商圈,0,二星及其他,低星,8,0,,0,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,369
changsha_10659,中国,湖南,长沙,,0,二星及其他,低星,12,0,3.2500000000,4,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,295
changsha_10658,中国,湖南,长沙,,0,二星及其他,低星,12,0,,0,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,314
changsha_10657,中国,湖南,长沙,东塘商圈 雨花亭商圈,0,二星及其他,低星,20,0,3.0000000000,1,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,234
changsha_10656,中国,湖南,长沙,,0,二星及其他,低星,20,0,3.0399999618,5,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,420
changsha_10655,中国,湖南,长沙,红星商圈,0,二星及其他,低星,15,0,5.0000000000,1,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,420
changsha_10654,中国,湖南,长沙,,0,二星及其他,低星,15,0,,0,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,291
changsha_10653,中国,湖南,长沙,红星商圈,0,二星及其他,低星,26,0,3.2175099850,40,41.4099009901,5,5,2,2,5,5,2,2,2,0.4,0.0335057485981,0,291
changsha_10652,中国,湖南,长沙,东塘商圈,0,二星及其他,低星,0,0,,0,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,489
changsha_10651,中国,湖南,长沙,市政府、麓谷高新区,0,二星及其他,低星,19,0,5.0000000000,2,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,338
changsha_10650,中国,湖南,长沙,五一广场,0,二星及其他,低星,0,0,,0,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,279
changsha_10649,中国,湖南,长沙,东塘商圈,0,二星及其他,低星,18,0,,0,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,429
changsha_10647,中国,湖南,长沙,东塘商圈 雨花亭商圈,0,二星及其他,低星,0,0,,0,41.4099009901,1,2,0,0,1,2,0,0,1,1,0.0335057485981,0,488
changsha_10667,中国,湖南,长沙,,0,二星及其他,低星,18,0,4.9230799675,2,41.4099009901,3,3,0,0,0,0,0,0,0,,0.0335057485981,0,176
changsha_10666,中国,湖南,长沙,红星商圈,0,二星及其他,低星,20,0,4.0000000000,1,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,362
changsha_10665,中国,湖南,长沙,湖南广电中心,0,二星及其他,低星,7,0,,0,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,253
changsha_10663,中国,湖南,长沙,红星商圈,0,二星及其他,低星,8,0,5.0000000000,2,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,136
changsha_10662,中国,湖南,长沙,长沙站,0,二星及其他,低星,17,0,,0,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,169
changsha_10661,中国,湖南,长沙,河西大学城商圈,0,二星及其他,低星,9,0,,0,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,222
changsha_10660,中国,湖南,长沙,红星商圈,0,二星及其他,低星,8,0,,0,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,408
changsha_10659,中国,湖南,长沙,,0,二星及其他,低星,12,0,3.2500000000,4,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,131
changsha_10658,中国,湖南,长沙,,0,二星及其他,低星,12,0,,0,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,482
changsha_10657,中国,湖南,长沙,东塘商圈 雨花亭商圈,0,二星及其他,低星,20,0,3.0000000000,1,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,275
changsha_10656,中国,湖南,长沙,,0,二星及其他,低星,20,0,3.0399999618,5,41.4099009901,0,0,0,0,0,0,0,0,0,,0.0335057485981,0,377
